year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2024,Arizona,AZ,State Senate,1,general,Mark Finchem,Republican,94947.0,65.9,True,False
2024,Arizona,AZ,State Senate,1,general,Mike S. Fogel,Democratic,49108.0,34.1,False,False
2024,Arizona,AZ,State Senate,2,general,Shawnna Bolick,Republican,52100.0,50.82,True,True
2024,Arizona,AZ,State Senate,2,general,Judy Schwiebert,Democratic,48333.0,47.15,False,False
2024,Arizona,AZ,State Senate,2,general,Dennis Pugsley,Green,2076.0,2.03,False,False
2024,Arizona,AZ,State Senate,3,general,John Kavanagh,Republican,110048.0,100.0,True,True
2024,Arizona,AZ,State Senate,4,general,Carine Werner,Republican,76079.0,51.9,True,False
2024,Arizona,AZ,State Senate,4,general,Christine Marsh,Democratic,70614.0,48.1,False,True
2024,Arizona,AZ,State Senate,5,general,Lela Alston,Democratic,67425.0,68.3,True,True
2024,Arizona,AZ,State Senate,5,general,Joshua Ortega,Republican,31296.0,31.7,False,False
2024,Arizona,AZ,State Senate,6,general,Theresa Hatathlie,Democratic,72721.0,100.0,True,True
2024,Arizona,AZ,State Senate,7,general,Wendy Rogers,Republican,80750.0,65.0,True,True
2024,Arizona,AZ,State Senate,7,general,Haley Creighton,Democratic,43406.0,35.0,False,False
2024,Arizona,AZ,State Senate,8,general,Lauren Kuby,Democratic,53111.0,60.6,True,False
2024,Arizona,AZ,State Senate,8,general,Roxana Holzapfel,Republican,34528.0,39.4,False,False
2024,Arizona,AZ,State Senate,9,general,Eva Burch,Democratic,42072.0,51.7,True,True
2024,Arizona,AZ,State Senate,9,general,Robert Scantlebury,Republican,39261.0,48.3,False,False
2024,Arizona,AZ,State Senate,10,general,Dave Farnsworth,Republican,70561.0,61.5,True,True
2024,Arizona,AZ,State Senate,10,general,Robert Doyle,Democratic,44170.0,38.5,False,False
2024,Arizona,AZ,State Senate,11,general,Catherine Miranda,Democratic,52106.0,72.2,True,True
2024,Arizona,AZ,State Senate,11,general,Joshua Ayala,Republican,20095.0,27.8,False,False
2024,Arizona,AZ,State Senate,12,general,Mitzi Epstein,Democratic,70499.0,58.1,True,True
2024,Arizona,AZ,State Senate,12,general,Cara Vicini,Republican,50796.0,41.9,False,False
2024,Arizona,AZ,State Senate,13,general,J. D. Mesnard,Republican,62670.0,53.1,True,True
2024,Arizona,AZ,State Senate,13,general,Sharon Lee Winters,Democratic,55287.0,46.9,False,False
2024,Arizona,AZ,State Senate,14,general,Warren Petersen,Republican,76251.0,60.1,True,True
2024,Arizona,AZ,State Senate,14,general,Elizabeth Brown,Democratic,50554.0,39.9,False,False
2024,Arizona,AZ,State Senate,15,general,Jake Hoffman,Republican,87580.0,63.7,True,True
2024,Arizona,AZ,State Senate,15,general,Alan Smith,Democratic,43769.0,31.9,False,False
2024,Arizona,AZ,State Senate,15,general,Evan Olson,Independent,6061.0,4.41,False,False
2024,Arizona,AZ,State Senate,16,general,T. J. Shope,Republican,58386.0,56.0,True,True
2024,Arizona,AZ,State Senate,16,general,Stacey Seaman,Democratic,45888.0,44.0,False,False
2024,Arizona,AZ,State Senate,17,general,Vince Leach,Republican,77714.0,51.0,True,False
2024,Arizona,AZ,State Senate,17,general,John McLean,Democratic,74669.0,49.0,False,False
2024,Arizona,AZ,State Senate,18,general,Priya Sundareshan,Democratic,89003.0,100.0,True,True
2024,Arizona,AZ,State Senate,19,general,David Gowan,Republican,71192.0,62.6,True,True
2024,Arizona,AZ,State Senate,19,general,Bob Karp,Democratic,42555.0,37.4,False,False
2024,Arizona,AZ,State Senate,20,general,Sally Ann Gonzales,Democratic,65214.0,100.0,True,True
2024,Arizona,AZ,State Senate,21,general,Rosanna Gabaldón,Democratic,64282.0,100.0,True,True
2024,Arizona,AZ,State Senate,22,general,Eva Diaz,Democratic,45253.0,64.6,True,True
2024,Arizona,AZ,State Senate,22,general,Steve Robinson,Republican,24812.0,35.4,False,False
2024,Arizona,AZ,State Senate,23,general,Brian Fernandez,Democratic,42658.0,53.8,True,True
2024,Arizona,AZ,State Senate,23,general,Michelle Altherr,Republican,36602.0,46.2,False,False
2024,Arizona,AZ,State Senate,24,general,Analise Ortiz,Democratic,38436.0,100.0,True,False
2024,Arizona,AZ,State Senate,25,general,Tim Dunn,Republican,88531.0,100.0,True,False
2024,Arizona,AZ,State Senate,26,general,Flavio Bravo,Democratic,31198.0,66.3,True,True
2024,Arizona,AZ,State Senate,26,general,"Victor ""Vic"" Harris",Republican,15826.0,33.7,False,False
2024,Arizona,AZ,State Senate,27,general,Kevin Payne,Republican,67274.0,100.0,True,False
2024,Arizona,AZ,State Senate,28,general,Frank Carroll,Republican,97174.0,98.9,True,True
2024,Arizona,AZ,State Senate,28,general,Shauna Dempsey (write-in),Democratic,1112.0,1.1,False,False
2024,Arizona,AZ,State Senate,29,general,Janae Shamp,Republican,70924.0,59.3,True,True
2024,Arizona,AZ,State Senate,29,general,Eric Stafford,Democratic,48608.0,40.7,False,False
2024,Arizona,AZ,State Senate,30,general,Hildy Angius,Republican,92213.0,78.5,True,False
