year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2004,Arizona,AZ,State Senate,1,general,Ken Bennett,Republican,50727.0,59.64,True,True
2004,Arizona,AZ,State Senate,1,general,Susan E. Friedman,Democratic,34326.0,40.36,False,False
2004,Arizona,AZ,State Senate,2,general,Albert Hale,Democratic,47591.0,100.0,True,True
2004,Arizona,AZ,State Senate,3,general,Ron Gould,Republican,43646.0,100.0,True,False
2004,Arizona,AZ,State Senate,4,general,Jack W. Harper,Republican,71870.0,100.0,True,True
2004,Arizona,AZ,State Senate,5,general,Jake Flake,Republican,33767.0,55.1,True,False
2004,Arizona,AZ,State Senate,5,general,Cameron Udall,Democratic,27516.0,44.9,False,False
2004,Arizona,AZ,State Senate,6,general,Dean Martin,Republican,42025.0,66.05,True,True
2004,Arizona,AZ,State Senate,6,general,Marla Wing,Democratic,21598.0,33.95,False,False
2004,Arizona,AZ,State Senate,7,general,Jim Waring,Republican,46335.0,67.01,True,True
2004,Arizona,AZ,State Senate,7,general,John B. Vannucci,Democratic,22814.0,32.99,False,False
2004,Arizona,AZ,State Senate,8,general,Carolyn S. Allen,Republican,55578.0,65.52,True,True
2004,Arizona,AZ,State Senate,8,general,Stuart M. Turnansky,Democratic,26398.0,31.12,False,False
2004,Arizona,AZ,State Senate,8,general,Orville Weyrich,Libertarian,2845.0,3.35,False,False
2004,Arizona,AZ,State Senate,9,general,"Robert ""Bob"" Burns",Republican,40817.0,59.66,True,True
2004,Arizona,AZ,State Senate,9,general,Steve Poe,Democratic,27601.0,40.34,False,False
2004,Arizona,AZ,State Senate,10,general,Linda Gray,Republican,27077.0,55.07,True,False
2004,Arizona,AZ,State Senate,10,general,Lydia Guzman,Democratic,22090.0,44.93,False,False
2004,Arizona,AZ,State Senate,11,general,Barbara Leff,Republican,44731.0,57.99,True,True
2004,Arizona,AZ,State Senate,11,general,Seth Apfel,Democratic,28364.0,36.77,False,False
2004,Arizona,AZ,State Senate,11,general,Sean Nottingham,Libertarian,4042.0,5.24,False,False
2004,Arizona,AZ,State Senate,12,general,Robert Blendu,Republican,37397.0,54.12,True,True
2004,Arizona,AZ,State Senate,12,general,Kathi Foster,Democratic,31700.0,45.88,False,False
2004,Arizona,AZ,State Senate,13,general,Richard Miranda,Democratic,20417.0,100.0,True,True
2004,Arizona,AZ,State Senate,14,general,Bill Brotherton,Democratic,15437.0,100.0,True,True
2004,Arizona,AZ,State Senate,15,general,Ken Cheuvront,Democratic,24436.0,65.07,True,True
2004,Arizona,AZ,State Senate,15,general,Andrew Smigielski,Republican,13114.0,34.92,False,False
2004,Arizona,AZ,State Senate,15,general,Bradley Cashman,Independent,4.0,0.01,False,False
2004,Arizona,AZ,State Senate,16,general,Linda Aguirre,Democratic,26078.0,100.0,True,True
2004,Arizona,AZ,State Senate,17,general,Harry Mitchell,Democratic,35541.0,61.14,True,True
2004,Arizona,AZ,State Senate,17,general,Jesse J. Hernandez,Republican,22588.0,38.86,False,False
2004,Arizona,AZ,State Senate,18,general,Karen Johnson,Republican,32732.0,100.0,True,False
2004,Arizona,AZ,State Senate,19,general,Marilyn Jarrett,Republican,55630.0,100.0,True,True
2004,Arizona,AZ,State Senate,20,general,John Huppenthal,Republican,49770.0,75.77,True,False
2004,Arizona,AZ,State Senate,20,general,Warren Severin,Libertarian,15917.0,24.23,False,False
2004,Arizona,AZ,State Senate,21,general,Jay Tibshraeny,Republican,62607.0,100.0,True,True
2004,Arizona,AZ,State Senate,22,general,Thayer Verschoor,Republican,67677.0,100.0,True,True
2004,Arizona,AZ,State Senate,23,general,Rebecca Rios,Democratic,34592.0,100.0,True,False
2004,Arizona,AZ,State Senate,24,general,Robert Cannell,Democratic,28785.0,82.86,True,True
2004,Arizona,AZ,State Senate,24,general,Rodney Martin,Libertarian,5955.0,17.14,False,False
2004,Arizona,AZ,State Senate,25,general,Marsha Arzberger,Democratic,31514.0,56.08,True,True
2004,Arizona,AZ,State Senate,25,general,L. E. (Les) Thompson,Republican,24680.0,43.92,False,False
2004,Arizona,AZ,State Senate,26,general,Toni Hellon,Republican,64303.0,100.0,True,True
2004,Arizona,AZ,State Senate,27,general,Jorge Luis Garcia,Democratic,43532.0,100.0,True,True
2004,Arizona,AZ,State Senate,28,general,Gabrielle Giffords,Democratic,43911.0,64.15,True,True
2004,Arizona,AZ,State Senate,28,general,Charles H. (Chuck) Josephson,Republican,22254.0,32.51,False,False
2004,Arizona,AZ,State Senate,28,general,Mick Chvala,Libertarian,2289.0,3.34,False,False
2004,Arizona,AZ,State Senate,29,general,Victor Soltero,Democratic,26414.0,62.52,True,True
2004,Arizona,AZ,State Senate,29,general,Bruce P. Murchison,Republican,15833.0,37.48,False,False
2004,Arizona,AZ,State Senate,30,general,Tim Bee,Republican,71018.0,100.0,True,True
2004,California,CA,State Senate,1,general,Dave Cox,Republican,261607.0,62.83,True,False
2004,California,CA,State Senate,1,general,Kristine Lang McDonald,Democratic,141462.0,33.98,False,False
2004,California,CA,State Senate,1,general,Roberto Leibman,Libertarian,13292.0,3.19,False,False
2004,California,CA,State Senate,3,general,Carole Migden,Democratic,258166.0,70.4,True,False
2004,California,CA,State Senate,3,general,Andrew D. Felder,Republican,98332.0,26.81,False,False
2004,California,CA,State Senate,3,general,David Rhodes,Libertarian,10234.0,2.79,False,False
2004,California,CA,State Senate,5,general,Michael Machado,Democratic,154519.0,52.19,True,True
2004,California,CA,State Senate,5,general,Gary A. Podesto,Republican,141539.0,47.81,False,False
2004,California,CA,State Senate,7,general,Tom Torlakson,Democratic,282714.0,100.0,True,True
2004,California,CA,State Senate,9,general,Don Perata,Democratic,248614.0,77.09,True,True
2004,California,CA,State Senate,9,general,Patricia Deutsche,Republican,50110.0,15.54,False,False
2004,California,CA,State Senate,9,general,Tom Condit,Freedom,17412.0,5.4,False,False
2004,California,CA,State Senate,9,general,Peter Von Pinnon,Libertarian,6383.0,1.98,False,False
2004,California,CA,State Senate,11,general,Joe Simitian,Democratic,230484.0,66.53,True,False
2004,California,CA,State Senate,11,general,Jon Zellhoefer,Republican,101887.0,29.41,False,False
2004,California,CA,State Senate,11,general,Allen M. Rice,Libertarian,14080.0,4.06,False,False
2004,California,CA,State Senate,13,general,Elaine Alquist,Democratic,156321.0,68.53,True,False
2004,California,CA,State Senate,13,general,Shane Patrick Connolly,Republican,62157.0,27.25,False,False
2004,California,CA,State Senate,13,general,Michael Laursen,Libertarian,9585.0,4.2,False,False
2004,California,CA,State Senate,13,general,John H. Webster (write-in),Libertarian,28.0,0.01,False,False
2004,California,CA,State Senate,15,general,Abel Maldonado,Republican,194674.0,52.78,True,False
2004,California,CA,State Senate,15,general,Peg Pinard,Democratic,157556.0,42.71,False,False
2004,California,CA,State Senate,15,general,Brook Madsen,Green,16644.0,4.51,False,False
2004,California,CA,State Senate,17,general,George Runner,Republican,179992.0,59.7,True,False
2004,California,CA,State Senate,17,general,Jonathan Daniel Kraut,Democratic,109037.0,36.16,False,False
2004,California,CA,State Senate,17,general,John S. Ballard,Libertarian,12479.0,4.14,False,False
2004,California,CA,State Senate,19,general,Tom McClintock,Republican,233365.0,60.7,True,True
2004,California,CA,State Senate,19,general,Paul Graber,Democratic,151085.0,39.3,False,False
2004,California,CA,State Senate,21,general,Jack Scott,Democratic,217515.0,78.05,True,True
2004,California,CA,State Senate,21,general,Bob New,Libertarian,61160.0,21.95,False,False
2004,California,CA,State Senate,23,general,Sheila Kuehl,Democratic,229321.0,65.68,True,True
2004,California,CA,State Senate,23,general,Leonard Michael Lanzi,Republican,101648.0,29.11,False,False
2004,California,CA,State Senate,23,general,Colin Goldman,Libertarian,18168.0,5.2,False,False
2004,California,CA,State Senate,25,general,Edward Vincent,Democratic,165479.0,73.66,True,True
2004,California,CA,State Senate,25,general,James Arlandus Spencer,Republican,52485.0,23.36,False,False
2004,California,CA,State Senate,25,general,Dale F. Ogden,Libertarian,6683.0,2.97,False,False
2004,California,CA,State Senate,27,general,Alan Lowenthal,Democratic,150289.0,63.25,True,False
2004,California,CA,State Senate,27,general,Cesar Navarro Castellanos,Republican,87319.0,36.75,False,False
2004,California,CA,State Senate,29,general,Bob Margett,Republican,190165.0,61.63,True,True
2004,California,CA,State Senate,29,general,"Rufino Bautista, Jr.",Democratic,101350.0,32.85,False,False
2004,California,CA,State Senate,29,general,Dan Fernandes,Libertarian,17044.0,5.52,False,False
2004,California,CA,State Senate,31,general,Robert Dutton,Republican,170900.0,59.5,True,False
2004,California,CA,State Senate,31,general,Marjorie Mikels,Democratic,116312.0,40.5,False,False
2004,California,CA,State Senate,33,general,Dick Ackerman,Republican,245116.0,68.96,True,True
2004,California,CA,State Senate,33,general,Randall Daugherty,Democratic,110313.0,31.04,False,False
2004,California,CA,State Senate,35,general,John Campbell,Republican,230220.0,63.79,True,False
2004,California,CA,State Senate,35,general,Rita B. Siebert,Democratic,114126.0,31.62,False,False
2004,California,CA,State Senate,35,general,Timothy Johnson,Libertarian,16561.0,4.59,False,False
2004,California,CA,State Senate,37,general,Jim Battin,Republican,182578.0,59.63,True,True
2004,California,CA,State Senate,37,general,Pat Johansen,Democratic,123602.0,40.37,False,False
2004,California,CA,State Senate,39,general,Christine Kehoe,Democratic,200737.0,59.97,True,False
2004,California,CA,State Senate,39,general,Larry Stirling,Republican,118417.0,35.38,False,False
2004,California,CA,State Senate,39,general,John Murphy,Libertarian,15552.0,4.65,False,False
2004,Connecticut,CT,State Senate,1,general,John Fonfara,Democratic,15459.0,,True,True
2004,Connecticut,CT,State Senate,1,general,S. Michael DeRosa,Green,2050.0,,False,False
2004,Connecticut,CT,State Senate,1,general,Gilberto Concepcion,Working Families,533.0,,False,False
2004,Connecticut,CT,State Senate,2,general,Eric D. Coleman,Democratic,22659.0,,True,True
2004,Connecticut,CT,State Senate,2,general,Maria Torres,Working Families,1370.0,,False,False
2004,Connecticut,CT,State Senate,3,general,Gary LeBeau,Democratic,25107.0,,True,True
2004,Connecticut,CT,State Senate,3,general,"Ron Morin, Sr.",Republican,11649.0,,False,False
2004,Connecticut,CT,State Senate,3,general,Megan C. Batchelder,Working Families,889.0,,False,False
2004,Connecticut,CT,State Senate,4,general,Mary Ann Handley,Democratic,30323.0,,True,False
2004,Connecticut,CT,State Senate,4,general,Michael T. Fitzpatrick,Republican,14749.0,,False,False
2004,Connecticut,CT,State Senate,4,general,Adam D. Johnson,Working Families,671.0,,False,False
2004,Connecticut,CT,State Senate,5,general,Jonathan Harris,Democratic,28502.0,,True,False
2004,Connecticut,CT,State Senate,5,general,Kevin Connors,Republican,20629.0,,False,False
2004,Connecticut,CT,State Senate,6,general,Donald DeFronzo,Democratic,20240.0,,True,True
2004,Connecticut,CT,State Senate,6,general,Stephen V. Burdo,Working Families,969.0,,False,False
2004,Connecticut,CT,State Senate,7,general,John Kissel,Republican,21072.0,,True,True
2004,Connecticut,CT,State Senate,7,general,Bill Kiner,Democratic,20392.0,,False,False
2004,Connecticut,CT,State Senate,8,general,Thomas Herlihy,Republican,28492.0,,True,True
2004,Connecticut,CT,State Senate,8,general,Israel I. Gordon,Democratic,14766.0,,False,False
2004,Connecticut,CT,State Senate,8,general,Thomas J. Sevigny,Green,2371.0,,False,False
2004,Connecticut,CT,State Senate,8,general,Caitlin Reid Sullivan,Working Families,1224.0,,False,False
2004,Connecticut,CT,State Senate,9,general,Biagio Ciotto,Democratic,27877.0,,True,True
2004,Connecticut,CT,State Senate,9,general,Ralph Capenera,Republican,17806.0,,False,False
2004,Connecticut,CT,State Senate,10,general,Toni Harp,Democratic,21496.0,100.0,True,True
2004,Connecticut,CT,State Senate,11,general,Martin Looney,Democratic,23364.0,100.0,True,True
2004,Connecticut,CT,State Senate,12,general,J. Edward Meyer,Democratic,25494.0,,True,False
2004,Connecticut,CT,State Senate,12,general,William Aniskovich,Republican,23932.0,,False,True
2004,Connecticut,CT,State Senate,13,general,Thomas Gaffey,Democratic,28192.0,,True,True
2004,Connecticut,CT,State Senate,13,general,Tod O. Dixon,Republican,10672.0,,False,False
2004,Connecticut,CT,State Senate,14,general,Gayle Slossberg,Democratic,22975.0,,True,False
2004,Connecticut,CT,State Senate,14,general,"Win Smith, Jr.",Republican,21286.0,,False,True
2004,Connecticut,CT,State Senate,15,general,Joan Hartley,Democratic,17057.0,,True,True
2004,Connecticut,CT,State Senate,15,general,Emidio C. Cerasale,Independent,1835.0,,False,False
2004,Connecticut,CT,State Senate,16,general,Chris Murphy,Democratic,24026.0,,True,True
2004,Connecticut,CT,State Senate,16,general,Christopher J. O'Brien,Republican,14872.0,,False,False
