Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
2018,Arizona,Republican primary results,Primary,Winning,False,Republican Party (United States),Martha McSally,"357,626",54.57%
2018,Arizona,Republican primary results,Primary,Candidate,False,Republican Party (United States),Kelli Ward,"180,926",27.61%
2018,Arizona,Republican primary results,Primary,Candidate,False,Republican Party (United States),Joe Arpaio,"116,555",17.79%
2018,Arizona,Republican primary results,Primary,Write-in,False,Republican Party (United States),,191,0.03%
2018,Arizona,Republican primary results,Primary,Total,False,,,"655,298",100.00%
2018,Arizona,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Kyrsten Sinema,"404,170",79.25%
2018,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Deedra Abboud,"105,800",20.75%
2018,Arizona,Democratic primary results,Primary,Total,False,,,"509,970",100.00%
2018,Arizona,Green primary results,Primary,Winning,False,Green Party (United States),Angela Green (write-in),389,100.00%
2018,Arizona,Green primary results,Primary,Total,False,,,389,100.00%
2018,California,Nonpartisan blanket primary results,Primary,Winning,True,Democratic Party (United States),Dianne Feinstein,"2,947,035",44.12%
2018,California,Nonpartisan blanket primary results,Primary,Winning,False,Democratic Party (United States),Kevin de León,"805,446",12.07%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),James P. Bradley,"556,252",8.34%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),Arun K. Bhumitra,"350,815",5.26%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),Paul A. Taylor,"323,533",4.85%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),Erin Cruz,"267,494",4.01%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),Tom Palzer,"205,183",3.08%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Democratic Party (United States),Alison Hartson,"147,061",2.21%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),Rocky De La Fuente,"135,278",2.03%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Democratic Party (United States),Pat Harris,"126,947",1.90%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),"John ""Jack"" Crew","93,806",1.41%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),[[Patrick Little (neo-Nazi),"89,867",1.35%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),Kevin Mottus,"87,646",1.31%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),Jerry Joseph Laws,"67,140",1.01%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Libertarian Party (United States),Derrick Michael Reid,"59,999",0.90%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Democratic Party (United States),Adrienne Nicole Edwards,"56,172",0.84%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Democratic Party (United States),Douglas Howard Pierce,"42,671",0.64%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Republican Party (United States),Mario Nabliba,"39,209",0.59%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Democratic Party (United States),David Hildebrand,"30,305",0.45%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Democratic Party (United States),Donnie O. Turner,"30,101",0.45%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,Democratic Party (United States),Herbert G. Peters,"27,468",0.41%
2018,California,Nonpartisan blanket primary results,Primary,Candidate,False,No party preference,David Moore,"24,614",0.37%
