year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1972,Alabama,AL,Autauga,County,Richard Nixon,Republican,5367,75.17,7140,Republican
1972,Alabama,AL,Autauga,County,George McGovern,Democratic,1593,22.31,7140,Republican
1972,Alabama,AL,Autauga,County,Other,Other,180,2.52,7140,Republican
1972,Alabama,AL,Baldwin,County,Richard Nixon,Republican,15104,82.2,18375,Republican
1972,Alabama,AL,Baldwin,County,George McGovern,Democratic,2923,15.91,18375,Republican
1972,Alabama,AL,Baldwin,County,Other,Other,348,1.89,18375,Republican
1972,Alabama,AL,Barbour,County,Richard Nixon,Republican,4985,70.92,7029,Republican
1972,Alabama,AL,Barbour,County,George McGovern,Democratic,1846,26.26,7029,Republican
1972,Alabama,AL,Barbour,County,Other,Other,198,2.82,7029,Republican
1972,Alabama,AL,Bibb,County,Richard Nixon,Republican,3332,78.44,4248,Republican
1972,Alabama,AL,Bibb,County,George McGovern,Democratic,837,19.7,4248,Republican
1972,Alabama,AL,Bibb,County,Other,Other,79,1.86,4248,Republican
1972,Alabama,AL,Blount,County,Richard Nixon,Republican,6486,79.36,8173,Republican
1972,Alabama,AL,Blount,County,George McGovern,Democratic,1582,19.36,8173,Republican
1972,Alabama,AL,Blount,County,Other,Other,105,1.28,8173,Republican
1972,Alabama,AL,Bullock,County,Richard Nixon,Republican,2178,47.44,4591,Democratic
1972,Alabama,AL,Bullock,County,George McGovern,Democratic,2321,50.56,4591,Democratic
1972,Alabama,AL,Bullock,County,Other,Other,92,2.0,4591,Democratic
1972,Alabama,AL,Butler,County,Richard Nixon,Republican,4685,76.45,6128,Republican
1972,Alabama,AL,Butler,County,George McGovern,Democratic,1401,22.86,6128,Republican
1972,Alabama,AL,Butler,County,Other,Other,42,0.69,6128,Republican
1972,Alabama,AL,Calhoun,County,Richard Nixon,Republican,20364,76.93,26471,Republican
1972,Alabama,AL,Calhoun,County,George McGovern,Democratic,5832,22.03,26471,Republican
1972,Alabama,AL,Calhoun,County,Other,Other,275,1.04,26471,Republican
1972,Alabama,AL,Chambers,County,Richard Nixon,Republican,8716,79.21,11003,Republican
1972,Alabama,AL,Chambers,County,George McGovern,Democratic,2076,18.87,11003,Republican
1972,Alabama,AL,Chambers,County,Other,Other,211,1.92,11003,Republican
1972,Alabama,AL,Cherokee,County,Richard Nixon,Republican,3179,71.89,4422,Republican
1972,Alabama,AL,Cherokee,County,George McGovern,Democratic,1182,26.73,4422,Republican
1972,Alabama,AL,Cherokee,County,Other,Other,61,1.38,4422,Republican
1972,Alabama,AL,Chilton,County,Richard Nixon,Republican,7349,82.88,8867,Republican
1972,Alabama,AL,Chilton,County,George McGovern,Democratic,1356,15.29,8867,Republican
1972,Alabama,AL,Chilton,County,Other,Other,162,1.83,8867,Republican
1972,Alabama,AL,Choctaw,County,Richard Nixon,Republican,3055,60.74,5030,Republican
1972,Alabama,AL,Choctaw,County,George McGovern,Democratic,1934,38.45,5030,Republican
1972,Alabama,AL,Choctaw,County,Other,Other,41,0.82,5030,Republican
1972,Alabama,AL,Clarke,County,Richard Nixon,Republican,5256,70.89,7414,Republican
1972,Alabama,AL,Clarke,County,George McGovern,Democratic,2031,27.39,7414,Republican
1972,Alabama,AL,Clarke,County,Other,Other,127,1.71,7414,Republican
1972,Alabama,AL,Clay,County,Richard Nixon,Republican,3948,88.24,4474,Republican
1972,Alabama,AL,Clay,County,George McGovern,Democratic,507,11.33,4474,Republican
1972,Alabama,AL,Clay,County,Other,Other,19,0.42,4474,Republican
1972,Alabama,AL,Cleburne,County,Richard Nixon,Republican,3420,85.2,4014,Republican
1972,Alabama,AL,Cleburne,County,George McGovern,Democratic,581,14.47,4014,Republican
1972,Alabama,AL,Cleburne,County,Other,Other,13,0.32,4014,Republican
1972,Alabama,AL,Coffee,County,Richard Nixon,Republican,9076,80.06,11336,Republican
1972,Alabama,AL,Coffee,County,George McGovern,Democratic,2160,19.05,11336,Republican
1972,Alabama,AL,Coffee,County,Other,Other,100,0.88,11336,Republican
1972,Alabama,AL,Colbert,County,Richard Nixon,Republican,11215,67.71,16564,Republican
1972,Alabama,AL,Colbert,County,George McGovern,Democratic,4811,29.04,16564,Republican
1972,Alabama,AL,Colbert,County,Other,Other,538,3.25,16564,Republican
1972,Alabama,AL,Conecuh,County,Richard Nixon,Republican,3214,74.81,4296,Republican
1972,Alabama,AL,Conecuh,County,George McGovern,Democratic,1042,24.26,4296,Republican
1972,Alabama,AL,Conecuh,County,Other,Other,40,0.93,4296,Republican
1972,Alabama,AL,Coosa,County,Richard Nixon,Republican,2672,77.2,3461,Republican
1972,Alabama,AL,Coosa,County,George McGovern,Democratic,773,22.33,3461,Republican
1972,Alabama,AL,Coosa,County,Other,Other,16,0.46,3461,Republican
1972,Alabama,AL,Covington,County,Richard Nixon,Republican,9278,85.27,10881,Republican
1972,Alabama,AL,Covington,County,George McGovern,Democratic,1547,14.22,10881,Republican
1972,Alabama,AL,Covington,County,Other,Other,56,0.51,10881,Republican
1972,Alabama,AL,Crenshaw,County,Richard Nixon,Republican,3129,72.87,4294,Republican
1972,Alabama,AL,Crenshaw,County,George McGovern,Democratic,1085,25.27,4294,Republican
1972,Alabama,AL,Crenshaw,County,Other,Other,80,1.86,4294,Republican
1972,Alabama,AL,Cullman,County,Richard Nixon,Republican,14390,79.54,18091,Republican
1972,Alabama,AL,Cullman,County,George McGovern,Democratic,3571,19.74,18091,Republican
1972,Alabama,AL,Cullman,County,Other,Other,130,0.72,18091,Republican
1972,Alabama,AL,Dale,County,Richard Nixon,Republican,8346,83.14,10038,Republican
1972,Alabama,AL,Dale,County,George McGovern,Democratic,1594,15.88,10038,Republican
1972,Alabama,AL,Dale,County,Other,Other,98,0.98,10038,Republican
1972,Alabama,AL,Dallas,County,Richard Nixon,Republican,8644,60.53,14280,Republican
1972,Alabama,AL,Dallas,County,George McGovern,Democratic,5427,38.0,14280,Republican
1972,Alabama,AL,Dallas,County,Other,Other,209,1.46,14280,Republican
1972,Alabama,AL,DeKalb,County,Richard Nixon,Republican,9434,71.27,13237,Republican
1972,Alabama,AL,DeKalb,County,George McGovern,Democratic,3759,28.4,13237,Republican
1972,Alabama,AL,DeKalb,County,Other,Other,44,0.33,13237,Republican
1972,Alabama,AL,Elmore,County,Richard Nixon,Republican,8461,79.9,10590,Republican
1972,Alabama,AL,Elmore,County,George McGovern,Democratic,1891,17.86,10590,Republican
1972,Alabama,AL,Elmore,County,Other,Other,238,2.25,10590,Republican
1972,Alabama,AL,Escambia,County,Richard Nixon,Republican,7883,82.19,9591,Republican
1972,Alabama,AL,Escambia,County,George McGovern,Democratic,1598,16.66,9591,Republican
1972,Alabama,AL,Escambia,County,Other,Other,110,1.15,9591,Republican
1972,Alabama,AL,Etowah,County,Richard Nixon,Republican,20851,72.95,28581,Republican
1972,Alabama,AL,Etowah,County,George McGovern,Democratic,7372,25.79,28581,Republican
1972,Alabama,AL,Etowah,County,Other,Other,358,1.25,28581,Republican
1972,Alabama,AL,Fayette,County,Richard Nixon,Republican,4240,83.53,5076,Republican
1972,Alabama,AL,Fayette,County,George McGovern,Democratic,836,16.47,5076,Republican
1972,Alabama,AL,Fayette,County,Other,Other,0,0.0,5076,Republican
1972,Alabama,AL,Franklin,County,Richard Nixon,Republican,5877,75.23,7812,Republican
1972,Alabama,AL,Franklin,County,George McGovern,Democratic,1840,23.55,7812,Republican
1972,Alabama,AL,Franklin,County,Other,Other,95,1.22,7812,Republican
1972,Alabama,AL,Geneva,County,Richard Nixon,Republican,5851,84.33,6938,Republican
1972,Alabama,AL,Geneva,County,George McGovern,Democratic,1049,15.12,6938,Republican
1972,Alabama,AL,Geneva,County,Other,Other,38,0.55,6938,Republican
1972,Alabama,AL,Greene,County,Richard Nixon,Republican,1404,29.65,4735,Democratic
1972,Alabama,AL,Greene,County,George McGovern,Democratic,3235,68.32,4735,Democratic
1972,Alabama,AL,Greene,County,Other,Other,96,2.03,4735,Democratic
1972,Alabama,AL,Hale,County,Richard Nixon,Republican,2859,59.22,4828,Republican
1972,Alabama,AL,Hale,County,George McGovern,Democratic,1779,36.85,4828,Republican
1972,Alabama,AL,Hale,County,Other,Other,190,3.94,4828,Republican
1972,Alabama,AL,Henry,County,Richard Nixon,Republican,3414,79.56,4291,Republican
1972,Alabama,AL,Henry,County,George McGovern,Democratic,853,19.88,4291,Republican
1972,Alabama,AL,Henry,County,Other,Other,24,0.56,4291,Republican
1972,Alabama,AL,Houston,County,Richard Nixon,Republican,12622,83.46,15124,Republican
1972,Alabama,AL,Houston,County,George McGovern,Democratic,2358,15.59,15124,Republican
1972,Alabama,AL,Houston,County,Other,Other,144,0.95,15124,Republican
1972,Alabama,AL,Jackson,County,Richard Nixon,Republican,6202,65.91,9410,Republican
1972,Alabama,AL,Jackson,County,George McGovern,Democratic,2985,31.72,9410,Republican
1972,Alabama,AL,Jackson,County,Other,Other,223,2.37,9410,Republican
1972,Alabama,AL,Jefferson,County,Richard Nixon,Republican,135095,68.05,198528,Republican
1972,Alabama,AL,Jefferson,County,George McGovern,Democratic,57288,28.86,198528,Republican
1972,Alabama,AL,Jefferson,County,Other,Other,6145,3.1,198528,Republican
1972,Alabama,AL,Lamar,County,Richard Nixon,Republican,3283,80.56,4075,Republican
1972,Alabama,AL,Lamar,County,George McGovern,Democratic,766,18.8,4075,Republican
1972,Alabama,AL,Lamar,County,Other,Other,26,0.64,4075,Republican
1972,Alabama,AL,Lauderdale,County,Richard Nixon,Republican,14410,71.66,20108,Republican
1972,Alabama,AL,Lauderdale,County,George McGovern,Democratic,5112,25.42,20108,Republican
1972,Alabama,AL,Lauderdale,County,Other,Other,586,2.91,20108,Republican
1972,Alabama,AL,Lawrence,County,Richard Nixon,Republican,4433,75.61,5863,Republican
1972,Alabama,AL,Lawrence,County,George McGovern,Democratic,1416,24.15,5863,Republican
1972,Alabama,AL,Lawrence,County,Other,Other,14,0.24,5863,Republican
1972,Alabama,AL,Lee,County,Richard Nixon,Republican,11571,74.94,15441,Republican
1972,Alabama,AL,Lee,County,George McGovern,Democratic,3622,23.46,15441,Republican
1972,Alabama,AL,Lee,County,Other,Other,248,1.61,15441,Republican
1972,Alabama,AL,Limestone,County,Richard Nixon,Republican,6188,73.21,8452,Republican
1972,Alabama,AL,Limestone,County,George McGovern,Democratic,2079,24.6,8452,Republican
1972,Alabama,AL,Limestone,County,Other,Other,185,2.19,8452,Republican
1972,Alabama,AL,Lowndes,County,Richard Nixon,Republican,1990,42.69,4661,Democratic
1972,Alabama,AL,Lowndes,County,George McGovern,Democratic,2559,54.9,4661,Democratic
1972,Alabama,AL,Lowndes,County,Other,Other,112,2.4,4661,Democratic
1972,Alabama,AL,Macon,County,Richard Nixon,Republican,1931,33.04,5845,Democratic
1972,Alabama,AL,Macon,County,George McGovern,Democratic,3636,62.21,5845,Democratic
1972,Alabama,AL,Macon,County,Other,Other,278,4.76,5845,Democratic
1972,Alabama,AL,Madison,County,Richard Nixon,Republican,38899,73.42,52984,Republican
1972,Alabama,AL,Madison,County,George McGovern,Democratic,13108,24.74,52984,Republican
1972,Alabama,AL,Madison,County,Other,Other,977,1.84,52984,Republican
1972,Alabama,AL,Marengo,County,Richard Nixon,Republican,5156,65.05,7926,Republican
1972,Alabama,AL,Marengo,County,George McGovern,Democratic,2645,33.37,7926,Republican
1972,Alabama,AL,Marengo,County,Other,Other,125,1.58,7926,Republican
1972,Alabama,AL,Marion,County,Richard Nixon,Republican,5927,85.38,6942,Republican
1972,Alabama,AL,Marion,County,George McGovern,Democratic,986,14.2,6942,Republican
1972,Alabama,AL,Marion,County,Other,Other,29,0.42,6942,Republican
1972,Alabama,AL,Marshall,County,Richard Nixon,Republican,12090,74.45,16238,Republican
1972,Alabama,AL,Marshall,County,George McGovern,Democratic,3894,23.98,16238,Republican
1972,Alabama,AL,Marshall,County,Other,Other,254,1.56,16238,Republican
1972,Alabama,AL,Mobile,County,Richard Nixon,Republican,62639,73.15,85634,Republican
1972,Alabama,AL,Mobile,County,George McGovern,Democratic,20694,24.17,85634,Republican
1972,Alabama,AL,Mobile,County,Other,Other,2301,2.69,85634,Republican
1972,Alabama,AL,Monroe,County,Richard Nixon,Republican,5155,74.82,6890,Republican
1972,Alabama,AL,Monroe,County,George McGovern,Democratic,1636,23.74,6890,Republican
1972,Alabama,AL,Monroe,County,Other,Other,99,1.44,6890,Republican
1972,Alabama,AL,Montgomery,County,Richard Nixon,Republican,35353,71.86,49197,Republican
1972,Alabama,AL,Montgomery,County,George McGovern,Democratic,12723,25.86,49197,Republican
1972,Alabama,AL,Montgomery,County,Other,Other,1121,2.28,49197,Republican
1972,Alabama,AL,Morgan,County,Richard Nixon,Republican,18100,76.85,23553,Republican
1972,Alabama,AL,Morgan,County,George McGovern,Democratic,5004,21.25,23553,Republican
1972,Alabama,AL,Morgan,County,Other,Other,449,1.91,23553,Republican
1972,Alabama,AL,Perry,County,Richard Nixon,Republican,2800,49.13,5699,Republican
1972,Alabama,AL,Perry,County,George McGovern,Democratic,2718,47.69,5699,Republican
1972,Alabama,AL,Perry,County,Other,Other,181,3.18,5699,Republican
1972,Alabama,AL,Pickens,County,Richard Nixon,Republican,4071,67.33,6046,Republican
1972,Alabama,AL,Pickens,County,George McGovern,Democratic,1933,31.97,6046,Republican
1972,Alabama,AL,Pickens,County,Other,Other,42,0.69,6046,Republican
1972,Alabama,AL,Pike,County,Richard Nixon,Republican,5690,76.66,7422,Republican
1972,Alabama,AL,Pike,County,George McGovern,Democratic,1624,21.88,7422,Republican
1972,Alabama,AL,Pike,County,Other,Other,108,1.46,7422,Republican
1972,Alabama,AL,Randolph,County,Richard Nixon,Republican,4427,75.14,5892,Republican
1972,Alabama,AL,Randolph,County,George McGovern,Democratic,1330,22.57,5892,Republican
1972,Alabama,AL,Randolph,County,Other,Other,135,2.29,5892,Republican
1972,Alabama,AL,Russell,County,Richard Nixon,Republican,6034,66.73,9043,Republican
1972,Alabama,AL,Russell,County,George McGovern,Democratic,2644,29.24,9043,Republican
1972,Alabama,AL,Russell,County,Other,Other,365,4.04,9043,Republican
1972,Alabama,AL,St. Clair,County,Richard Nixon,Republican,6952,79.82,8710,Republican
1972,Alabama,AL,St. Clair,County,George McGovern,Democratic,1538,17.66,8710,Republican
1972,Alabama,AL,St. Clair,County,Other,Other,220,2.53,8710,Republican
1972,Alabama,AL,Shelby,County,Richard Nixon,Republican,9390,81.24,11558,Republican
1972,Alabama,AL,Shelby,County,George McGovern,Democratic,1859,16.08,11558,Republican
1972,Alabama,AL,Shelby,County,Other,Other,309,2.67,11558,Republican
1972,Alabama,AL,Sumter,County,Richard Nixon,Republican,2686,49.19,5461,Democratic
1972,Alabama,AL,Sumter,County,George McGovern,Democratic,2737,50.12,5461,Democratic
1972,Alabama,AL,Sumter,County,Other,Other,38,0.7,5461,Democratic
1972,Alabama,AL,Talladega,County,Richard Nixon,Republican,12763,73.12,17455,Republican
1972,Alabama,AL,Talladega,County,George McGovern,Democratic,4567,26.16,17455,Republican
1972,Alabama,AL,Talladega,County,Other,Other,125,0.72,17455,Republican
1972,Alabama,AL,Tallapoosa,County,Richard Nixon,Republican,8535,78.71,10843,Republican
1972,Alabama,AL,Tallapoosa,County,George McGovern,Democratic,2113,19.49,10843,Republican
1972,Alabama,AL,Tallapoosa,County,Other,Other,195,1.8,10843,Republican
1972,Alabama,AL,Tuscaloosa,County,Richard Nixon,Republican,21172,70.15,30179,Republican
1972,Alabama,AL,Tuscaloosa,County,George McGovern,Democratic,8272,27.41,30179,Republican
1972,Alabama,AL,Tuscaloosa,County,Other,Other,735,2.44,30179,Republican
1972,Alabama,AL,Walker,County,Richard Nixon,Republican,14581,78.79,18507,Republican
1972,Alabama,AL,Walker,County,George McGovern,Democratic,3724,20.12,18507,Republican
1972,Alabama,AL,Walker,County,Other,Other,202,1.09,18507,Republican
1972,Alabama,AL,Washington,County,Richard Nixon,Republican,3282,74.73,4392,Republican
1972,Alabama,AL,Washington,County,George McGovern,Democratic,1096,24.95,4392,Republican
1972,Alabama,AL,Washington,County,Other,Other,14,0.32,4392,Republican
1972,Alabama,AL,Wilcox,County,Richard Nixon,Republican,2641,44.42,5945,Democratic
1972,Alabama,AL,Wilcox,County,George McGovern,Democratic,3254,54.74,5945,Democratic
1972,Alabama,AL,Wilcox,County,Other,Other,50,0.84,5945,Democratic
1972,Alabama,AL,Winston,County,Richard Nixon,Republican,4971,86.14,5771,Republican
1972,Alabama,AL,Winston,County,George McGovern,Democratic,779,13.5,5771,Republican
1972,Alabama,AL,Winston,County,Other,Other,21,0.36,5771,Republican
1972,Arizona,AZ,Apache,County,Richard Nixon,Republican,3394,50.28,6750,Republican
